id,price
0,1302
1,6523
2,1634
3,3928
4,1641
5,9325
6,749
7,961
8,762
9,14326
10,416
11,920
12,1137
13,1758
14,1607
15,3222
16,1323
17,1029
18,2922
19,1750
20,5814
21,5930
22,3256
23,15066
24,660
25,5423
26,1265
27,9679
28,462
29,752
30,7290
31,655
32,612
33,866
34,1821
35,17073
36,915
37,507
38,1042
39,1782
40,3611
41,5986
42,6445
43,2477
44,8206
45,6086
46,5575
47,2434
48,2787
49,4302
50,668
51,5117
52,925
53,10723
54,811
55,7919
56,499
57,632
58,698
59,2411
60,788
61,958
62,403
63,4828
64,3341
65,945
66,505
67,779
68,789
69,610
70,1918
71,10894
72,756
73,1528
74,3638
75,1675
76,951
77,9346
78,2801
79,2358
80,920
81,3084
82,9303
83,569
84,818
85,1059
86,2264
87,1239
88,2692
89,6641
90,1314
91,1676
92,806
93,5621
94,1208
95,421
96,719
97,10283
98,617
99,5860
100,6147
101,9589
102,4515
103,16709
104,13628
105,565
106,535
107,494
108,4870
109,2008
110,4048
111,5933
112,3892
113,696
114,7406
115,1721
116,1493
117,991
118,1275
119,2547
120,1795
121,1990
122,13429
123,11598
124,8363
125,839
126,654
127,881
128,3356
129,670
130,4192
131,2592
132,10320
133,806
134,2372
135,736
136,7949
137,15756
138,1213
139,4098
140,2160
141,4512
142,1754
143,11004
144,3511
145,1374
146,845
147,2143
148,2169
149,1918
150,6782
151,4364
152,2629
153,1361
154,1145
155,783
156,1797
157,1655
158,1026
159,2327
160,1792
161,2421
162,1621
163,856
164,663
165,4627
166,644
167,1171
168,17695
169,2496
170,3547
171,1404
172,580
173,2260
174,7657
175,4413
176,4533
177,4926
178,4803
179,1250
180,13604
181,677
182,10755
183,1625
184,1071
185,7204
186,905
187,2615
188,1970
189,715
190,4144
191,611
192,2459
193,10497
194,2138
195,1169
196,13170
197,745
198,744
199,792
200,4273
201,2515
202,884
203,884
204,4923
205,2296
206,15849
207,13180
208,3890
209,750
210,5582
211,2253
212,3542
213,2910
214,970
215,5951
216,1961
217,704
218,4673
219,655
220,1836
221,1793
222,1246
223,15572
224,2187
225,1385
226,2877
227,4295
228,741
229,5716
230,8140
231,3111
232,833
233,606
234,1413
235,1646
236,2210
237,816
238,730
239,8634
240,1384
241,4120
242,8299
243,9161
244,863
245,2268
246,13294
247,4236
248,413
249,908
250,2532
251,755
252,1005
253,2686
254,13901
255,8757
256,14571
257,794
258,6258
259,426
260,688
261,8954
262,10507
263,2067
264,833
265,2130
266,812
267,504
268,988
269,3257
270,1656
271,2238
272,3748
273,3924
274,1022
275,453
276,1039
277,769
278,3949
279,4505
280,1023
281,596
282,2342
283,1094
284,638
285,14876
286,546
287,10134
288,14204
289,722
290,778
291,991
292,1076
293,2582
294,5214
295,940
296,7372
297,4243
298,3167
299,1719
300,1006
301,608
302,485
303,2760
304,4573
305,14543
306,4285
307,4790
308,956
309,5085
310,1252
311,658
312,3377
313,2243
314,4096
315,1839
316,6607
317,17449
