id,price
0,1286
1,6496
2,1632
3,3953
4,1657
5,9184
6,740
7,961
8,760
9,14558
10,414
11,906
12,1136
13,1755
14,1584
15,3203
16,1328
17,1029
18,2909
19,1766
20,5735
21,5883
22,3273
23,15031
24,664
25,5437
26,1266
27,9601
28,462
29,755
30,7315
31,654
32,615
33,864
34,1869
35,17084
36,924
37,506
38,1016
39,1781
40,3645
41,5983
42,6383
43,2467
44,8135
45,6157
46,5543
47,2432
48,2796
49,4357
50,677
51,5142
52,921
53,10506
54,817
55,8017
56,508
57,631
58,699
59,2408
60,781
61,958
62,406
63,4844
64,3349
65,931
66,506
67,757
68,806
69,610
70,1909
71,10960
72,757
73,1534
74,3653
75,1675
76,966
77,9188
78,2775
79,2364
80,933
81,3069
82,9063
83,565
84,803
85,1068
86,2278
87,1277
88,2678
89,6613
90,1319
91,1677
92,801
93,5659
94,1202
95,424
96,727
97,10295
98,619
99,5832
100,6087
101,9694
102,4482
103,16716
104,13691
105,563
106,535
107,499
108,4896
109,2000
110,4032
111,5932
112,3909
113,700
114,7448
115,1717
116,1468
117,987
118,1276
119,2534
120,1800
121,1990
122,13088
123,11771
124,8442
125,839
126,652
127,872
128,3285
129,663
130,4098
131,2585
132,10212
133,809
134,2410
135,732
136,7991
137,15825
138,1214
139,4055
140,2156
141,4538
142,1755
143,10986
144,3534
145,1384
146,853
147,2132
148,2160
149,1929
150,6693
151,4362
152,2609
153,1360
154,1157
155,789
156,1813
157,1640
158,1021
159,2308
160,1796
161,2415
162,1627
163,852
164,661
165,4630
166,637
167,1177
168,17804
169,2486
170,3563
171,1368
172,577
173,2260
174,7787
175,4372
176,4563
177,4964
178,4861
179,1256
180,13660
181,678
182,10674
183,1631
184,1066
185,7197
186,900
187,2622
188,1990
189,712
190,4121
191,608
192,2449
193,10554
194,2150
195,1185
196,13145
197,742
198,756
199,796
200,4318
201,2522
202,889
203,884
204,4913
205,2315
206,15794
207,13232
208,3937
209,739
210,5563
211,2249
212,3524
213,2911
214,968
215,5884
216,1968
217,691
218,4698
219,653
220,1834
221,1775
222,1241
223,15559
224,2181
225,1400
226,2867
227,4305
228,740
229,5701
230,8142
231,3129
232,839
233,600
234,1413
235,1629
236,2221
237,804
238,745
239,8696
240,1364
241,4118
242,8318
243,9128
244,866
245,2246
246,13429
247,4253
248,415
249,923
250,2533
251,754
252,986
253,2719
254,13820
255,8678
256,15098
257,771
258,6261
259,426
260,703
261,8834
262,10617
263,2070
264,835
265,2151
266,796
267,504
268,989
269,3270
270,1658
271,2288
272,3731
273,3902
274,1026
275,456
276,1050
277,769
278,3943
279,4480
280,1022
281,599
282,2350
283,1082
284,642
285,15132
286,548
287,10053
288,14281
289,741
290,777
291,990
292,1087
293,2599
294,5240
295,940
296,7409
297,4243
298,3150
299,1719
300,1006
301,611
302,491
303,2765
304,4738
305,14665
306,4292
307,4780
308,964
309,5157
310,1242
311,671
312,3467
313,2269
314,4130
315,1845
316,6609
317,17194
318,14020
319,1198
320,13034
321,6130
322,9816
323,838
324,564
325,15305
326,946
327,1088
328,2420
329,981
330,2356
331,1449
332,858
333,695
334,2509
335,908
336,679
337,841
338,2540
339,3840
340,6730
341,12671
342,813
343,1992
344,1674
345,3871
346,2269
347,1130
348,10860
349,10482
350,6647
351,2623
352,1136
353,2414
354,951
355,2563
356,905
357,3381
358,3500
359,3016
360,761
361,762
362,1874
363,831
364,612
365,4002
366,510
367,1097
368,1946
369,2665
370,906
371,2496
372,550
373,1090
374,636
375,4812
376,715
377,674
378,4999
379,3269
380,833
381,1804
382,15667
383,484
384,1133
385,809
386,6400
387,801
388,5944
389,7134
390,928
391,17599
392,9576
393,3859
394,1904
