id,price
0,1121
1,6641
2,1731
3,4000
4,1837
5,9695
6,824
7,898
8,660
9,14218
10,412
11,918
12,1162
13,1711
14,1593
15,3206
16,1240
17,1121
18,2844
19,1691
20,5071
21,6143
22,3183
23,15541
24,1165
25,5415
26,1316
27,9789
28,440
29,750
30,6971
31,726
32,475
33,748
34,1729
35,16002
36,841
37,516
38,1328
39,1988
40,3563
41,5954
42,6416
43,2841
44,7646
45,6183
46,5820
47,2466
48,2851
49,4531
50,603
51,4984
52,762
53,9999
54,522
55,7660
56,399
57,590
58,826
59,2716
60,862
61,1030
62,522
63,4893
64,3562
65,907
66,639
67,756
68,832
69,456
70,1885
71,10716
72,833
73,1400
74,3653
75,1647
76,840
77,9837
78,2626
79,2413
80,827
81,3016
82,8939
83,601
84,725
85,1135
86,2107
87,1325
88,2607
89,6460
90,1293
91,1588
92,755
93,5472
94,1298
95,576
96,713
97,10139
98,698
99,6029
100,5933
101,9362
102,4476
103,15517
104,13860
105,557
106,658
107,515
108,5423
109,2029
110,4127
111,5884
112,3976
113,897
114,7189
115,1740
116,1439
117,974
118,1596
119,2321
120,1654
121,2237
122,13981
123,11445
124,8477
125,960
126,591
127,1028
128,3810
129,758
130,4170
131,2444
132,10614
133,744
134,2431
135,774
136,7727
137,15857
138,1295
139,4587
140,2439
141,4217
142,1782
143,10748
144,3543
145,1846
146,836
147,2015
148,2083
149,1876
150,6312
151,3807
152,2726
153,1299
154,1241
155,996
156,1564
157,1652
158,1090
159,2262
160,1877
161,2091
162,1643
163,872
164,569
165,4736
166,668
167,1042
168,17617
169,2566
170,3574
171,1268
172,332
173,2220
174,8078
175,4446
176,4469
177,4718
178,4701
179,1147
180,13310
181,613
182,10216
183,1554
184,1127
185,7064
186,764
187,2764
188,2139
189,671
190,4108
191,609
192,2246
193,10509
194,2180
195,1188
196,12819
197,731
198,440
199,639
200,4326
201,2645
202,889
203,804
204,5394
205,2032
206,14960
207,12976
208,3994
209,828
210,5381
211,2242
212,3514
213,2970
214,835
215,5870
216,2116
217,643
218,4588
219,645
220,1909
221,1857
222,1307
223,14889
224,2291
225,1363
226,2931
227,4259
228,729
229,5572
230,8371
231,3222
232,1041
233,658
234,1430
235,1766
236,2284
237,772
238,662
239,8855
240,1266
241,4038
242,8893
243,8857
244,883
245,2407
246,13704
247,4117
248,289
249,955
250,2359
251,648
252,879
253,2317
254,13966
255,9662
256,15057
257,828
258,6427
259,616
260,701
261,8564
262,9824
263,2066
264,1002
265,2081
266,845
267,626
268,861
269,3578
270,1533
271,2561
272,3868
273,3996
274,998
275,523
276,1234
277,593
278,4231
279,4684
280,855
281,789
282,2465
283,963
284,756
285,14578
286,535
287,9273
288,13310
289,712
290,743
291,1075
292,1122
293,2801
294,5339
295,997
296,7293
297,3903
298,3113
299,1746
300,1117
301,554
302,576
303,3072
304,4436
305,14284
306,4130
307,4520
308,817
309,5776
310,1472
311,691
312,3474
313,2757
314,4043
315,1946
316,6605
317,16784
318,13997
319,1047
320,12262
321,6676
322,9661
323,681
324,615
325,15006
326,1033
327,1018
328,2383
329,895
330,2168
331,1532
332,827
333,727
334,2313
335,745
336,744
337,679
338,2561
339,4294
340,6804
341,12111
342,736
343,2093
344,1640
345,3927
346,2011
347,1118
348,10545
349,10419
350,6960
351,2751
352,1144
353,2237
354,1008
355,2689
356,927
357,3130
358,2893
359,2510
360,803
361,734
362,1816
363,808
364,800
365,4252
366,681
367,1043
368,1964
369,2450
370,861
371,2316
372,513
373,1197
374,654
375,5267
376,721
377,856
378,4898
379,3485
380,804
381,1675
382,15760
383,543
384,1239
385,760
386,5966
387,772
388,5876
389,7066
390,891
391,18301
392,9545
393,3963
394,2060
395,1622
396,4781
397,2373
398,2344
399,1784
400,1817
401,1853
402,2615
403,1056
404,879
405,2502
406,704
407,863
408,613
409,6596
410,6844
411,1280
412,999
413,1697
414,16802
415,4113
416,1027
417,1234
418,727
419,4666
420,666
421,540
422,5603
423,8207
424,2413
425,4039
426,4065
427,2034
428,1915
429,667
430,821
431,770
432,4180
433,932
434,6616
435,2355
436,875
437,1912
438,5047
439,928
440,5611
441,4434
442,296
443,2061
444,1461
445,2069
446,1340
447,16649
448,1412
449,914
450,1391
451,10764
452,895
453,564
454,7098
455,4541
456,551
457,4141
458,4343
459,1135
460,2520
461,1761
462,687
463,5325
464,7057
465,3589
466,5153
467,2946
468,476
469,625
470,5094
471,10900
472,8737
473,13211
474,1792
475,7444
476,5679
477,2011
478,665
479,9025
480,2008
481,4981
482,1245
483,380
484,4135
485,614
486,793
487,430
488,2715
489,1909
490,730
491,784
492,1412
493,15721
494,9235
495,662
496,2526
497,1208
498,12153
499,875
500,2839
501,2199
502,1666
503,4124
504,3526
505,8134
506,796
507,16395
508,987
509,5845
510,2656
511,2794
512,2173
513,691
514,5099
515,544
516,7738
517,2404
518,8676
519,6282
520,5027
521,1166
522,814
523,4828
524,9545
525,923
526,617
527,606
528,915
529,1005
530,3731
531,5722
532,5646
533,9292
534,1795
535,1685
536,537
537,4767
538,353
539,9763
540,2733
541,1644
542,3522
543,1243
544,919
545,4967
546,6659
547,1045
548,4415
549,4949
550,15153
551,3412
552,4211
553,1923
554,3792
555,984
556,2188
557,678
558,3323
559,4843
560,638
561,3344
562,8506
563,895
564,1366
565,9815
566,2131
567,1018
568,2005
569,3485
570,826
571,466
572,9998
573,1843
574,1953
575,663
576,602
577,2669
578,7673
579,6165
580,1187
581,9037
582,459
583,1813
584,949
585,5804
586,12226
587,789
588,1107
589,865
590,3960
591,5043
592,4736
593,4141
594,647
595,459
596,4756
597,847
598,1463
599,6732
600,776
601,584
602,2773
603,4863
604,2120
605,1436
606,6471
607,5538
608,13926
609,644
610,10292
611,16125
612,5218
613,1333
614,753
615,11439
616,2577
617,366
618,2704
619,420
620,5208
621,4322
622,15587
623,628
624,806
625,15928
626,14938
627,6752
628,6422
629,1379
630,2982
631,14371
632,937
633,1086
634,584
635,3470
636,4753
637,3011
638,4460
639,1000
640,11746
641,5867
642,622
643,10328
644,13849
645,3810
646,3569
647,6913
648,2926
649,5456
650,3005
651,1748
652,687
653,1271
654,738
655,2505
656,7874
657,3328
658,406
659,5451
660,329
661,653
662,1868
663,671
664,4223
665,9711
666,5542
667,6799
668,1770
669,1016
670,10401
671,940
672,8640
673,4954
674,660
675,713
676,7308
677,4869
678,797
679,721
680,1462
681,678
682,1082
683,7141
684,16775
685,12274
686,1460
687,2307
688,4778
689,1112
690,1502
691,5103
692,2638
693,10127
694,2195
695,653
696,3963
697,6237
698,791
699,1364
