id,price
0,2438
1,4354
2,4583
3,3715
4,4531
5,2602
6,3332
7,2822
8,3844
9,6289
10,4264
11,3045
12,2185
13,2415
14,3477
15,2275
16,4167
17,3035
18,3492
19,5525
20,6874
21,3194
22,2038
23,3670
24,5536
25,5963
26,1191
27,6763
28,2114
29,1767
30,5916
31,3101
32,4881
33,2206
34,3566
35,6360
36,2438
37,3365
38,2601
39,3726
40,2696
41,3213
42,5543
43,4492
44,2671
45,3471
46,5547
47,5503
48,3042
49,5854
50,3355
51,5266
52,2534
53,4663
54,3163
55,2531
56,6175
57,3796
58,2227
59,3388
60,2988
61,2143
62,3608
63,3795
64,4029
65,3512
66,4520
67,2542
68,3259
69,3702
70,2767
71,5253
72,4426
73,1894
74,2952
75,3476
76,2603
77,5017
78,5250
79,4507
80,2289
81,2978
82,3477
83,4184
84,2095
85,3172
86,5417
87,3200
88,7122
89,5291
90,3881
91,3651
92,3113
93,3157
94,2760
95,2925
96,4469
97,2853
98,3181
99,5034
100,3454
101,5506
102,5000
103,4055
104,6922
105,3017
106,3949
107,5778
108,6909
109,2697
110,3182
111,5454
112,7552
113,2929
114,4466
115,2413
116,3945
117,3675
118,3288
119,3007
120,2307
121,7356
122,3932
123,5806
124,3041
125,4454
126,2892
127,3801
128,4020
129,3509
130,5297
131,1885
132,3298
133,1799
134,4319
135,1629
136,7682
137,3335
138,3191
139,7143
140,2688
141,3381
142,4543
143,7717
144,1809
145,5165
146,3240
147,2524
148,3684
149,1516
150,4471
151,5434
152,4488
153,2990
154,3143
155,5333
156,3852
157,2117
158,4160
159,2426
160,3511
161,3581
162,2247
163,2825
164,1867
165,6850
166,2715
167,2438
168,8086
169,4457
170,5776
171,4421
172,4580
173,4398
174,5311
175,3517
176,4576
177,4138
178,4564
179,2314
180,3123
181,2624
182,4004
183,4555
184,2770
185,7711
186,3011
187,3678
188,6708
189,2510
190,4687
191,2522
192,5404
193,4039
194,3191
195,5325
196,4547
197,3052
198,4487
199,1775
200,5925
201,4713
202,2597
203,3517
204,5288
205,5604
206,4630
207,7368
208,7320
209,2691
210,4858
211,2888
212,3013
213,1884
214,4289
215,4506
216,5027
217,2329
218,2831
219,4380
220,3512
221,3041
222,4371
223,7478
224,6717
225,4511
226,3113
227,4763
228,2061
229,4484
230,3580
231,6451
232,3187
233,2798
234,3239
235,3264
236,5611
237,1579
238,3331
239,5309
240,3194
241,5487
242,3656
243,4257
244,2688
245,5043
246,7294
247,5762
248,4594
249,1949
250,3842
251,2547
252,3080
253,3844
254,7607
255,1580
256,6262
257,3752
258,5878
259,5223
260,4100
261,6021
262,6452
263,5792
264,4558
265,2986
266,2746
267,4004
268,1766
269,3561
270,2798
271,4697
272,5133
273,3555
274,1822
275,2691
276,2297
277,2001
278,5515
279,6343
280,2236
281,2627
282,4008
283,2919
284,2656
285,3123
286,4266
287,5341
288,2713
289,1720
290,4095
291,5124
292,3658
293,3462
294,3619
295,1551
296,6214
297,3644
298,3194
299,2710
300,2808
301,2603
302,3323
303,2661
304,4514
305,3879
306,4041
307,8234
308,2262
309,3028
310,3259
311,4987
312,2798
313,3593
314,3583
315,3360
316,5830
317,6196
318,3364
319,1674
320,1551
321,3011
322,4900
323,2083
324,4208
325,4823
326,3358
327,2587
328,3487
329,1799
330,5948
331,4713
332,4196
333,2522
334,3936
335,3691
336,1975
337,2139
338,1979
339,3215
340,4068
341,2312
342,5318
343,3462
344,2844
345,5608
346,5468
347,3646
348,3483
349,5122
350,4516
351,3296
352,1973
353,5239
354,2032
355,3435
356,2231
357,5000
358,3747
359,5425
360,3930
361,3555
362,1622
363,3490
364,4248
365,4049
366,3136
367,5399
